address,school_name,school_type,school_year
"2755 State Highway 67, Johnstown, NY 12095",Hamilton Fulton Montgomery BOCES-Practical Nursing Program,Public,< 2-year
"1011 E 53rd St, Davenport, IA 52807",Hamilton Technical College,Private for-profit,4-year
"1536 Hewitt Avenue, Saint Paul, MN 55104",Hamline University,Private not-for-profit,4-year
,Hamline University School of Law,,
"College Road, Hampden-Sydney, VA 23943",Hampden-Sydney College,Private not-for-profit,4-year
"893 West St, Amherst, MA 01002",Hampshire College,Private not-for-profit,4-year
"Hampton University, Hampton, VA 23668",Hampton University,Private not-for-profit,4-year
"1156 Medina Rd, Medina, OH 44256",Hamrick School,Private for-profit,< 2-year
,Hankamer School of Business,,
"230 North Lincoln Avenue\nSuite 3, Salem, OH 44460",Hannah E Mullins School of Practical Nursing,Public,< 2-year
"4550 McMasters Ave, Hannibal, MO 63401",Hannibal Career and Technical Center,Public,2-year
"2800 Palmyra Rd, Hannibal, MO 63401",Hannibal-Lagrange College,Private not-for-profit,4-year
"359 LaGrange Road, Hanover, IN 47243",Hanover College,Private not-for-profit,4-year
"403 Moul Ave, Hanover, PA 17331",Hanover Public School District Practical Nursing Program,Public,< 2-year
"750 Montgomery Ave, Bryn Mawr, PA 19010",Harcum College,Private not-for-profit,2-year
"915 E. Market Ave., Searcy, AR 72143",Harding University,Private not-for-profit,4-year
"1000 Cherry Road, Memphis, TN 38117",Harding University Graduate School of Religion,Private not-for-profit,4-year
"2200 Hickory, Abilene, TX 79698",Hardin-Simmons University,Private not-for-profit,4-year
"401 Thomas Run Rd, Bel Air, MD 21015",Harford Community College,Public,2-year
"215 W 125th St, New York, NY 10027",Harlem School of Technology Inc,Private for-profit,< 2-year
"1527 Lyon St, Columbia, SC 29204",Harley's Beauty and Barber Career Institute,Private for-profit,< 2-year
"1200 W Algonquin Rd, Palatine, IL 60067",Harper College,Public,2-year
"200 W. Madison, Chicago, IL 60606",Harrington College of Design,Private for-profit,4-year
"One Cherry Hill\nOne Mall Drive Ste.700, Cherry Hill, NJ 08002",Harris School of Business-Cherry Hill Campus,Private for-profit,< 2-year
"1201 New Road-Ste 226, Linwood, NJ 08221",Harris School of Business-Linwood Campus,Private for-profit,< 2-year
"731 Old Harrisburg Rd, Gettysburg, PA 17325",Harrisburg Area Community College-Gettysburg,Public,2-year
"One HACC Dr, Harrisburg, PA 17110",Harrisburg Area Community College-Harrisburg,Public,2-year
"1641 Old Philadelphia Pike, Lancaster, PA 17602",Harrisburg Area Community College-Lancaster,Public,2-year
"735 Cumberland St, Lebanon, PA 17042",Harrisburg Area Community College-Lebanon,Public,2-year
"304 Market Street, Harrisburg, PA 17101",Harrisburg University of Science and Technology,Private not-for-profit,4-year
"3026 Laclede Ave, Saint Louis, MO 63103",Harris-Stowe State University,Public,4-year
"834 Asylum Ave, Hartford, CT 06105",Hartford School of Music,Private not-for-profit,2-year
"77 Sherman St, Hartford, CT 06105",Hartford Seminary,Private not-for-profit,4-year
"156 Homestead Ave, Salinas, CA 93901",Hartnell College,Public,2-year
"One Hartwick Drive, Oneonta, NY 13820",Hartwick College,Private not-for-profit,4-year
,Harvard Business School,,
"Massachusetts Hall, Cambridge, MA 02138",Harvard University,Private not-for-profit,4-year
"301 Platt Blvd., Claremont, CA 91711",Harvey Mudd College,Private not-for-profit,4-year
,Haskayne School of Business,,
"155 Indian Ave, Lawrence, KS 66046",Haskell Indian Nations University,Public,4-year
"710 N Turner Ave, Hastings, NE 68901",Hastings College,Private not-for-profit,4-year
"370 Lancaster Ave, Haverford, PA 19041",Haverford College,Private not-for-profit,4-year
"200 W Kawili St, Hilo, HI 96720",Hawaii Community College,Public,2-year
"71 S Hotel St, Honolulu, HI 96813",Hawaii Institute of Hair Design,Private for-profit,< 2-year
"1164 Bishop St.\nSuite 216, Honolulu, HI 96813",Hawaii Pacific University,Private not-for-profit,4-year
"629 Pohukaina St, Honolulu, HI 96813",Hawaii Technology Institute,Private not-for-profit,< 2-year
"99-860 Iwaena St. Suite 202, Aiea, HI 96701",Hawai'i Theological Seminary,Private not-for-profit,4-year
"1501 E Orange Rd, Waterloo, IA 50701",Hawkeye Community College,Public,2-year
"1214 East 27th Street, Hays, KS 67601",Hays Academy of Hair Design,Private for-profit,< 2-year
"185 Freedlander Drive, Clyde, NC 28721",Haywood Community College,Public,2-year
"One Community College Dr., Hazard, KY 41701",Hazard Community and Technical College,Public,2-year
"15245 Pleasant Valley Rd, Center City, MN 55012",Hazelden Graduate School of Addiction Studies,Private not-for-profit,4-year
"1451 W 23rd Street, Hazleton, PA 18202",Hazleton Area Career Center,Public,< 2-year
"6251 S. Wilmot Road, Tucson, AZ 85706",HDS Truck Driving Institute,Private for-profit,< 2-year
"529 Main St, Rapid City, SD 57701",Headlines Academy Inc,Private for-profit,2-year
"317 Coeur D Alene Ave, Coeur D Alene, ID 83814",Headmasters School of Hair Design,Private for-profit,2-year
"602 Main St, Lewiston, ID 83501",Headmasters School of Hair Design,Private for-profit,2-year
"5244 W. Overland Road, Boise, ID 83705",Headmasters School of Hair Design-Boise,Private for-profit,2-year
"108 S Main St, Minot, ND 58701",Headquarters Academy of Hair Design Inc,Private for-profit,2-year
"Briarwood Shopping Ctr, Madisonville, KY 42431",Heads West Kentucky Beauty College,Private for-profit,2-year
"5130 Commercial Circle, Concord, CA 94520",Heald College-Concord,Private for-profit,2-year
"255 W Bullard, Fresno, CA 93704",Heald College-Fresno,Private for-profit,2-year
"25500 Industrial Blvd., Hayward, CA 94545",Heald College-Hayward,Private for-profit,2-year
"1500 Kapiolani Blvd, Honolulu, HI 96814",Heald College-Honolulu,Private for-profit,2-year
"625 SW Broadway\n2nd Floor, Portland, OR 97205",Heald College-Portland,Private for-profit,2-year
"2910 Prospect Pk Dr, Rancho Cordova, CA 95670",Heald College-Rancho Cordova,Private for-profit,2-year
"Seven Sierra Gate Plz, Roseville, CA 95678",Heald College-Roseville,Private for-profit,2-year
"1450 N Main St, Salinas, CA 93906",Heald College-Salinas,Private for-profit,2-year
"350 Mission St, San Francisco, CA 94105",Heald College-San Francisco,Private for-profit,2-year
"341 Great Mall Pky, Milpitas, CA 95035",Heald College-San Jose,Private for-profit,2-year
"1605 E March Ln, Stockton, CA 95210",Heald College-Stockton,Private for-profit,2-year
"340 Three Meadows Dr, Perrysburg, OH 43551",Healing Arts Institute,Private for-profit,< 2-year
"455 S 300 E #103, Salt Lake City, UT 84111",Healing Mountain Massage School,Private for-profit,< 2-year
"4700 Hardy St Ste J-1, Hattiesburg, MS 39402",Healing Touch School of Massage Therapy,Private for-profit,< 2-year
"18441 NW 2nd Ave Ste 300, Miami Gardens, FL 33169",Health Opportunity Technical Center,Private for-profit,< 2-year
"111 S Grand Ave Annex 3, Bozeman, MT 59715",Health Works Institute,Private for-profit,< 2-year
"1969 Morris Ave, Union, NJ 07083",Healthcare Training Institute,Private for-profit,2-year
"560 Pinehill Rd, Dublin, GA 31021",Heart of Georgia Technical College,Public,2-year
"1500 West Raab Road, Normal, IL 61761",Heartland Community College,Public,2-year
"160 Herrick Road, Newton Centre, MA 02459",Hebrew College,Private not-for-profit,4-year
"7135 N Carpenter Rd, Skokie, IL 60077",Hebrew Theological College,Private not-for-profit,4-year
"3077 University Ave, Los Angeles, CA 90007",Hebrew Union College-California Branch,Private not-for-profit,4-year
"3101 Clifton Ave, Cincinnati, OH 45220",Hebrew Union College-Jewish Institute of Religion,Private not-for-profit,4-year
"One W 4th St, New York, NY 10012",Hebrew Union College-Jewish Institute of Religion,Private not-for-profit,4-year
"310 E Market St, Tiffin, OH 44883",Heidelberg College,Private not-for-profit,4-year
"24 East 120th Street, New York, NY 10035",Helene Fuld College of Nursing,Private not-for-profit,2-year
"50 Goddard Ave, Brookline, MA 02445",Hellenic College-Holy Cross Greek Orthodox School of Theology,Private not-for-profit,4-year
"2660 S Green St, Henderson, KY 42420",Henderson Community College,Public,2-year
"1100 Henderson St, Arkadelphia, AR 71999",Henderson State University,Public,4-year
"1600 Washington Ave, Conway, AR 72032",Hendrix College,Private not-for-profit,4-year
"9000 Brooklyn Blvd, Brooklyn Park, MN 55445",Hennepin Technical College,Public,2-year
"201 E. Nine Mile Road, Highland Springs, VA 23075",Henrico County-Saint Marys Hospital School of Practical Nursing,Public,< 2-year
"276 Water St, Fitchburg, MA 01420",Henris School of Hair Design,Private for-profit,< 2-year
"5101 Evergreen Rd, Dearborn, MI 48128",Henry Ford Community College,Public,2-year
"1747 Bud Hawkins Road, Dunn, NC 28334",Heritage Bible College,Private not-for-profit,4-year
"3625 Helton Dr, Florence, AL 35630",Heritage Christian University,Private not-for-profit,4-year
"12 Lakeside Ln, Denver, CO 80212",Heritage College,Private for-profit,2-year
"1200 E 104th St., Kansas City, MO 64131",Heritage College,Private for-profit,2-year
"3315 Spring Mountain Rd, Las Vegas, NV 89102",Heritage College,Private for-profit,2-year
"7100 S. I-35 Service Rd, Oklahoma City, OK 73149",Heritage College,Private for-profit,2-year
"8255 Shoppers Square, Manassas, VA 20111",Heritage Institute,Private for-profit,2-year
"6811 Palisades Park Ct, Fort Myers, FL 33912",Heritage Institute-Ft Myers,Private for-profit,2-year
"4130 Salibury Rd N\nSuite 1100, Jacksonville, FL 32216",Heritage Institute-Jacksonville,Private for-profit,2-year
"3240 Fort Rd, Toppenish, WA 98948",Heritage University,Private not-for-profit,4-year
"295 W Main St, Ilion, NY 13357",Herkimer County BOCES-Practical Nursing Program,Public,< 2-year
"Reservoir Rd, Herkimer, NY 13350",Herkimer County Community College,Public,2-year
"11501 E 350 Hwy, Raytown, MO 64138",Herndon Career Center,Public,< 2-year
"1595 S. Semoran Blvd\nSte 1501, Winter Park, FL 32792",Herzing College,Private for-profit,4-year
"2400 Veterans Mem Blvd.\nSuite 410, Kenner, LA 70062",Herzing College,Private for-profit,4-year
"280 West Valley Ave, Birmingham, AL 35209",Herzing College,Private for-profit,4-year
"3355 Lenox Rd Ste 100, Atlanta, GA 30326",Herzing College,Private for-profit,4-year
"5218 E. Terrace Dr., Madison, WI 53718",Herzing College,Private for-profit,4-year
"5700 W Broadway, Minneapolis, MN 55428",Herzing College,Private for-profit,4-year
"3 Sundial Ave, Manchester, NH 03103",Hesser College,Private for-profit,4-year
"301 South Main, Hesston, KS 67062",Hesston College,Private not-for-profit,2-year
"1515 E 25th St, Hibbing, MN 55746",Hibbing Community College-A Technical and Community College,Public,2-year
"940 Westport Plaza, Saint Louis, MO 63146",Hickey College,Private for-profit,4-year
"3921 34th St, Woodward, OK 73801",High Plains Technology Center,Public,< 2-year
"833 Montlieu Ave, High Point, NC 27262",High Point University,Private not-for-profit,4-year
"2998 W Pearl City Rd, Freeport, IL 61032",Highland Community College,Public,2-year
"606 W Main, Highland, KS 66035",Highland Community College,Public,2-year
"2400 S 240th St, Des Moines, WA 98198",Highline Community College,Public,2-year
"2450 Piedmont Road NE, Atlanta, GA 30324",High-Tech Institute-Atlanta,Private for-profit,2-year
"440 South Executive Dr-Ste 230, Brookfield, WI 53005",High-Tech Institute-Brookfield,Private for-profit,2-year
"4250 N Beltline Road, Irving, TX 75038",High-Tech Institute-Dallas,Private for-profit,2-year
"9001 State Line Rd, Kansas City, MO 64114",High-Tech Institute-Kansas City,Private for-profit,2-year
"2320 S Rancho Drive, Las Vegas, NV 89102",High-Tech Institute-Las Vegas,Private for-profit,< 2-year
"5865 Shelby Oaks Circle, Memphis, TN 38134",High-Tech Institute-Memphis,Private for-profit,2-year
"5100 Gamble Drive, Saint Louis Park, MN 55416",High-Tech Institute-Minnesota,Private for-profit,2-year
"560 Royal Parkway, Nashville, TN 37211",High-Tech Institute-Nashville,Private for-profit,2-year
"3710 Maguire Blvd, Orlando, FL 32803",High-Tech Institute-Orlando,Private for-profit,2-year
"9738 Lincoln Village Drive #100, Sacramento, CA 95827",High-Tech Institute-Sacramento,Private for-profit,< 2-year
"5200 S Park Ave, Hamburg, NY 14075",Hilbert College,Private not-for-profit,4-year
"112 Lamar Dr, Hillsboro, TX 76645",Hill College,Public,2-year
"39 Columbia Drive, Tampa, FL 33606",Hillsborough Community College,Public,2-year
"64 Waldron St, Hillsdale, MI 49242",Hillsdale Beauty College,Private for-profit,< 2-year
"3701 S I-35 Service Road, Moore, OK 73160",Hillsdale Free Will Baptist College,Private not-for-profit,4-year
"6317 Mission St, Daly City, CA 94014",Hilltop Beauty School,Private for-profit,< 2-year
"3434 Faraon St, Saint Joseph, MO 64506",Hillyard Technical Center,Public,2-year
"501 E Main St, Raymond, MS 39154",Hinds Community College,Public,2-year
"Hinsdale Hall Third Floor, Hiram, OH 44234",Hiram College,Private not-for-profit,4-year
"Calle Ruiz Belvis #52-54, Caguas, PR 00726",Hispanic American College,Private for-profit,< 2-year
"225 Hiwassee College Drive, Madisonville, TN 37354",Hiwassee College,Private not-for-profit,4-year
"400 Trade Square East, Troy, OH 45373",Hobart Institute of Welding Technology,Private not-for-profit,< 2-year
"Hobart William Smith Colleges, Geneva, NY 14456",Hobart William Smith Colleges,Private not-for-profit,4-year
"11298 SE Gomez, Hobe Sound, FL 33455",Hobe Sound Bible College,Private not-for-profit,4-year
"3301 Hocking Parkway, Nelsonville, OH 45764",Hocking College,Public,2-year
"2655 Northbrooke Drive, Naples, FL 34119",Hodges University,Private not-for-profit,4-year
"100 Hofstra University, Hempstead, NY 11549",Hofstra University,Private not-for-profit,4-year
,Hofstra University School of Law,,
"10 South Franklin Turnpike, Ramsey, NJ 07446",Hohokus School of Business and Medical Sciences,Private for-profit,2-year
"634 Market Street, Paterson, NJ 07513",Hohokus School of Trade and Technical Sciences,Private for-profit,< 2-year
"103 Park Ave, Nutley, NJ 07110",Hohokus School-RETS Nutley,Private for-profit,< 2-year
"250 Moore St, Hackensack, NJ 07601",HoHoKus-Hackensack School of Business and Medical Sciences,Private for-profit,2-year
"7916 Williamson Rd NW, Roanoke, VA 24020",Hollins University,Private not-for-profit,4-year
"99-084 Kauhale St Bldg A, Aiea, HI 96701",Hollywood Beauty College,Private for-profit,2-year
"1708 W Lindsey, Norman, OK 76034",Hollywood Cosmetology Center,Private for-profit,< 2-year
"1 Hill St, Goodman, MS 39079",Holmes Community College,Public,2-year
"33 Prospect Hill Rd, Cromwell, CT 06416",Holy Apostles College and Seminary,Private not-for-profit,4-year
"54515 State Road 933 North, Notre Dame, IN 46556",Holy Cross College,Private not-for-profit,4-year
"9801 Frankford Avenue, Philadelphia, PA 19114",Holy Family University,Private not-for-profit,4-year
"690 Teaneck Rd, Teaneck, NJ 07666",Holy Name Hospital School of Nursing,Private not-for-profit,2-year
"3500 Mountain Blvd, Oakland, CA 94619",Holy Names University,Private not-for-profit,4-year
"303 Homestead Ave, Holyoke, MA 01040",Holyoke Community College,Public,2-year
"4140 Executive Parkway, Westerville, OH 43081",Hondros College,Private for-profit,2-year
"874 Dillingham Blvd, Honolulu, HI 96817",Honolulu Community College,Public,2-year
"401 Rosemont Ave, Frederick, MD 21701",Hood College,Private not-for-profit,4-year
